0.0	0.0	0.0	0.0
2000.0	0.8507	-0.5257	0.0
2000.0	0.8507	0.5257	0.0
2000.0	0.5257	0.0	-0.8507
2000.0	0.5257	0.0	0.8507
2000.0	0.0	0.8507	-0.5257
2000.0	0.0	0.8507	0.5257
2000.0	0.9376	-0.3477	0.0
2000.0	0.9924	-0.1227	0.0
2000.0	0.9924	0.1227	0.0
2000.0	0.9376	0.3477	0.0
2000.0	0.866	-0.4636	-0.1875
2000.0	0.8408	-0.368	-0.397
2000.0	0.765	-0.2453	-0.5955
2000.0	0.6511	-0.1159	-0.7501
2000.0	0.866	-0.4636	0.1875
2000.0	0.8408	-0.368	0.397
2000.0	0.765	-0.2453	0.5955
2000.0	0.6511	-0.1159	0.7501
2000.0	0.7501	-0.6511	-0.1159
2000.0	0.5955	-0.765	-0.2453
2000.0	0.397	-0.8408	-0.368
2000.0	0.1875	-0.866	-0.4636
2000.0	0.7501	-0.6511	0.1159
2000.0	0.5955	-0.765	0.2453
2000.0	0.397	-0.8408	0.368
2000.0	0.1875	-0.866	0.4636
2000.0	0.866	0.4636	-0.1875
2000.0	0.8408	0.368	-0.397
2000.0	0.765	0.2453	-0.5955
2000.0	0.6511	0.1159	-0.7501
2000.0	0.866	0.4636	0.1875
2000.0	0.8408	0.368	0.397
2000.0	0.765	0.2453	0.5955
2000.0	0.6511	0.1159	0.7501
2000.0	0.7501	0.6511	-0.1159
2000.0	0.5955	0.765	-0.2453
2000.0	0.397	0.8408	-0.368
2000.0	0.1875	0.866	-0.4636
2000.0	0.7501	0.6511	0.1159
2000.0	0.5955	0.765	0.2453
2000.0	0.397	0.8408	0.368
2000.0	0.1875	0.866	0.4636
2000.0	0.4636	-0.1875	-0.866
2000.0	0.368	-0.397	-0.8408
2000.0	0.2453	-0.5955	-0.765
2000.0	0.1159	-0.7501	-0.6511
2000.0	0.4636	0.1875	-0.866
2000.0	0.368	0.397	-0.8408
2000.0	0.2453	0.5955	-0.765
2000.0	0.1159	0.7501	-0.6511
2000.0	0.3477	0.0	-0.9376
2000.0	0.1227	0.0	-0.9924
2000.0	0.4636	-0.1875	0.866
2000.0	0.368	-0.397	0.8408
2000.0	0.2453	-0.5955	0.765
2000.0	0.1159	-0.7501	0.6511
2000.0	0.4636	0.1875	0.866
2000.0	0.368	0.397	0.8408
2000.0	0.2453	0.5955	0.765
2000.0	0.1159	0.7501	0.6511
2000.0	0.3477	0.0	0.9376
2000.0	0.1227	0.0	0.9924
2000.0	0.0	-0.9376	-0.3477
2000.0	0.0	-0.9924	-0.1227
2000.0	0.0	-0.9924	0.1227
2000.0	0.0	-0.9376	0.3477
2000.0	0.9455	-0.2531	0.2047
2000.0	0.8965	-0.1308	0.4233
2000.0	0.7891	0.0	0.6142
2000.0	0.9773	0.0	0.2116
2000.0	0.8965	0.1308	0.4233
2000.0	0.9455	0.2531	0.2047
2000.0	0.9455	-0.2531	-0.2047
2000.0	0.9773	0.0	-0.2116
2000.0	0.9455	0.2531	-0.2047
2000.0	0.8965	-0.1308	-0.4233
2000.0	0.8965	0.1308	-0.4233
2000.0	0.7891	0.0	-0.6142
2000.0	0.7408	-0.5844	0.3313
2000.0	0.5541	-0.6849	0.4732
2000.0	0.3313	-0.7408	0.5844
2000.0	0.6849	-0.4732	0.5541
2000.0	0.4732	-0.5541	0.6849
2000.0	0.5844	-0.3313	0.7408
2000.0	0.7408	-0.5844	-0.3313
2000.0	0.6849	-0.4732	-0.5541
2000.0	0.5844	-0.3313	-0.7408
2000.0	0.5541	-0.6849	-0.4732
2000.0	0.4732	-0.5541	-0.6849
2000.0	0.3313	-0.7408	-0.5844
2000.0	0.6142	-0.7891	0.0
2000.0	0.4233	-0.8965	-0.1308
2000.0	0.2047	-0.9455	-0.2531
2000.0	0.4233	-0.8965	0.1308
2000.0	0.2116	-0.9773	0.0
2000.0	0.2047	-0.9455	0.2531
2000.0	0.7408	0.5844	-0.3313
2000.0	0.5541	0.6849	-0.4732
2000.0	0.3313	0.7408	-0.5844
2000.0	0.6849	0.4732	-0.5541
2000.0	0.4732	0.5541	-0.6849
2000.0	0.5844	0.3313	-0.7408
2000.0	0.6142	0.7891	0.0
2000.0	0.4233	0.8965	0.1308
2000.0	0.2047	0.9455	0.2531
2000.0	0.4233	0.8965	-0.1308
2000.0	0.2116	0.9773	0.0
2000.0	0.2047	0.9455	-0.2531
2000.0	0.7408	0.5844	0.3313
2000.0	0.6849	0.4732	0.5541
2000.0	0.5844	0.3313	0.7408
2000.0	0.5541	0.6849	0.4732
2000.0	0.4732	0.5541	0.6849
2000.0	0.3313	0.7408	0.5844
2000.0	0.2531	-0.2047	-0.9455
2000.0	0.1308	-0.4233	-0.8965
2000.0	0.0	-0.6142	-0.7891
2000.0	0.2531	0.2047	-0.9455
2000.0	0.1308	0.4233	-0.8965
2000.0	0.2531	0.2048	0.9455
2000.0	0.0	0.2116	0.9773
2000.0	0.1308	0.4233	0.8965
2000.0	0.2531	-0.2047	0.9455
2000.0	0.1308	-0.4233	0.8965
2000.0	0.0	-0.6142	0.7891
2000.0	0.0	-0.2116	0.9773
